LSOA code,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)
E01011203,25976
E01011204,26102
E01011205,26242
E01011206,11508
E01011207,24616
E01011208,12159
E01011209,25320
E01011210,24157
E01011211,24133
E01011212,7938
E01011213,30977
E01011214,17983
E01011215,16403
E01011216,24655
E01011217,25831
E01011218,12430
E01011219,25385
E01011220,3770
E01011221,28216
E01011222,4990
E01011223,4405
E01011224,3920
E01011225,7305
E01011226,14889
E01011227,2282
E01011228,13295
E01011229,9558
E01011230,5287
E01011231,11570
E01011232,3596
E01011233,12680
E01011234,5567
E01011235,3074
E01011236,4175
E01011237,3433
E01011238,9906
E01011239,14042
E01011240,8085
E01011241,27152
E01011242,8102
E01011243,22858
E01011244,24339
E01011245,7932
E01011246,4634
E01011247,20223
E01011248,14599
E01011249,7089
E01011250,4039
E01011251,3593
E01011252,22749
E01011253,3846
E01011254,24189
E01011255,2303
E01011256,6389
E01011257,7720
E01011258,9433
E01011259,4220
E01011260,7145
E01011261,6863
E01011262,4354
E01011263,11351
E01011264,13915
E01011265,20368
E01011266,29666
E01011267,9111
E01011268,6082
E01011269,13768
E01011270,31787
E01011271,29068
E01011272,29185
E01011273,19375
E01011274,5701
E01011275,13990
E01011276,19771
E01011277,22454
E01011278,26367
E01011279,25928
E01011280,30090
E01011281,5748
E01011282,2977
E01011283,845
E01011284,2609
E01011286,9502
E01011287,10679
E01011292,632
E01011293,1773
E01011294,222
E01011295,4054
E01011296,27712
E01011297,24969
E01011298,6551
E01011299,20474
E01011300,14822
E01011301,28070
E01011302,26378
E01011303,16140
E01011304,9235
E01011305,19531
E01011306,27176
E01011307,8958
E01011308,19455
E01011309,20002
E01011310,24672
E01011311,26400
E01011312,339
E01011313,6495
E01011314,7416
E01011315,6025
E01011316,1282
E01011317,1032
E01011318,842
E01011319,8575
E01011320,10116
E01011321,3950
E01011322,7445
E01011323,7631
E01011324,2032
E01011325,7939
E01011326,1289
E01011327,6186
E01011328,6669
E01011329,21178
E01011330,6794
E01011331,6072
E01011332,1399
E01011333,7397
E01011334,3450
E01011335,10813
E01011336,1019
E01011337,675
E01011338,1074
E01011339,3021
E01011340,1866
E01011341,5957
E01011342,1350
E01011343,6430
E01011344,408
E01011345,2935
E01011346,1144
E01011347,216
E01011348,601
E01011349,2082
E01011350,23565
E01011351,19905
E01011352,15435
E01011353,28732
E01011354,1401
E01011355,3829
E01011356,13442
E01011357,1503
E01011358,3183
E01011359,5365
E01011360,2345
E01011361,1544
E01011362,2163
E01011363,134
E01011364,1934
E01011366,777
E01011368,88
E01011369,4659
E01011370,2205
E01011371,360
E01011372,38
E01011373,1190
E01011374,2180
E01011375,152
E01011376,31854
E01011377,28862
E01011378,3181
E01011379,6103
E01011380,29887
E01011381,27854
E01011382,29705
E01011383,20653
E01011384,14670
E01011385,28497
E01011386,31733
E01011388,15824
E01011390,13621
E01011391,15358
E01011392,15883
E01011393,21786
E01011394,19387
E01011395,12687
E01011396,17957
E01011397,27756
E01011398,29337
E01011399,21710
E01011400,15537
E01011401,29974
E01011402,17750
E01011403,22784
E01011404,28899
E01011405,26113
E01011406,24024
E01011407,14930
E01011408,16671
E01011409,10063
E01011410,21490
E01011411,30020
E01011412,22747
E01011413,20479
E01011414,23151
E01011415,14630
E01011416,19155
E01011417,15096
E01011418,21267
E01011419,27538
E01011420,17350
E01011421,4464
E01011422,2654
E01011423,3261
E01011424,4665
E01011425,13139
E01011426,1338
E01011427,326
E01011428,2828
E01011429,968
E01011430,1484
E01011431,873
E01011432,680
E01011433,474
E01011434,753
E01011435,14863
E01011440,14356
E01011441,18606
E01011442,19219
E01011443,15591
E01011444,9704
E01011445,20071
E01011446,16402
E01011447,10041
E01011448,5933
E01011449,7212
E01011450,4004
E01011451,18901
E01011452,29781
E01011453,29059
E01011454,30465
E01011455,30741
E01011456,29163
E01011457,28797
E01011458,31253
E01011459,23711
E01011460,20650
E01011461,32062
E01011462,10475
E01011463,10558
E01011464,27714
E01011465,13395
E01011466,2882
E01011467,2239
E01011468,1129
E01011469,9452
E01011470,4584
E01011471,588
E01011472,797
E01011473,404
E01011474,538
E01011475,2261
E01011476,2602
E01011477,9880
E01011478,9237
E01011479,13659
E01011480,16197
E01011481,3994
E01011482,10652
E01011483,2500
E01011484,1696
E01011485,3567
E01011488,7350
E01011489,9515
E01011490,18717
E01011491,1140
E01011492,823
E01011493,600
E01011494,2724
E01011496,24942
E01011497,1689
E01011499,13378
E01011500,17919
E01011502,7268
E01011504,2183
E01011505,16650
E01011506,21979
E01011507,24188
E01011508,28443
E01011509,23137
E01011510,2272
E01011511,21334
E01011512,22841
E01011513,28327
E01011514,23267
E01011515,27744
E01011516,29719
E01011517,16839
E01011518,17647
E01011519,7913
E01011520,24103
E01011521,18103
E01011522,26250
E01011523,8281
E01011524,18707
E01011525,17522
E01011526,31056
E01011527,23680
E01011528,27924
E01011529,7881
E01011530,20096
E01011531,20526
E01011532,8127
E01011533,5965
E01011534,15679
E01011535,28311
E01011536,21246
E01011537,15493
E01011538,5898
E01011540,3017
E01011541,7248
E01011545,11463
E01011546,9351
E01011547,5560
E01011548,18203
E01011549,31347
E01011550,20338
E01011551,17203
E01011552,4739
E01011553,23820
E01011554,28843
E01011555,25911
E01011556,20734
E01011557,27974
E01011558,3776
E01011559,2632
E01011560,3196
E01011561,22805
E01011562,31015
E01011563,31209
E01011564,31949
E01011565,28163
E01011566,26631
E01011567,28857
E01011568,29016
E01011569,20321
E01011570,29444
E01011571,21888
E01011572,27820
E01011573,23703
E01011574,19274
E01011576,29788
E01011578,19956
E01011579,22904
E01011580,29680
E01011581,23390
E01011582,5996
E01011583,25126
E01011584,26192
E01011585,7429
E01011586,13779
E01011587,15779
E01011588,22062
E01011589,23055
E01011590,23454
E01011591,20997
E01011592,21234
E01011593,31511
E01011594,6402
E01011595,23471
E01011596,25901
E01011597,8894
E01011598,18446
E01011599,20671
E01011600,19663
E01011601,7887
E01011602,13386
E01011603,22549
E01011604,21128
E01011605,25019
E01011606,7370
E01011607,16854
E01011608,6592
E01011609,6280
E01011610,15732
E01011611,2761
E01011612,8564
E01011613,10535
E01011614,20067
E01011615,5035
E01011616,1152
E01011617,2407
E01011618,1980
E01011620,2466
E01011621,2265
E01011622,479
E01011623,318
E01011624,501
E01011625,161
E01011626,731
E01011627,8487
E01011628,24866
E01011629,12715
E01011630,21378
E01011632,4539
E01011633,19121
E01011634,12942
E01011635,20705
E01011636,17582
E01011637,21948
E01011638,23220
E01011639,5037
E01011641,25615
E01011642,21460
E01011643,23431
E01011644,11842
E01011645,22114
E01011646,17521
E01011647,8884
E01011648,14297
E01011649,32391
E01011650,20816
E01011651,17709
E01011652,22628
E01011653,26196
E01011654,29784
E01011655,26302
E01011656,2227
E01011657,1535
E01011658,166
E01011659,892
E01011660,941
E01011661,493
E01011662,60
E01011663,727
E01011664,1216
E01011665,1979
E01011666,13911
E01011667,211
E01011668,13116
E01011669,11068
E01011670,8537
E01011671,2088
E01011673,1125
E01011677,587
E01011678,14758
E01011681,4084
E01011684,21265
E01011685,29078
E01011686,2297
E01011687,22444
E01011688,19708
E01011689,18687
E01011690,23176
E01011691,6782
E01011692,22555
E01011693,18432
E01011694,25853
E01011695,3083
E01011696,30616
E01011697,15238
E01011698,27923
E01011699,31119
E01011700,21379
E01011701,30434
E01011702,32193
E01011703,30700
E01011704,18917
E01011705,10737
E01011706,32664
E01011707,22901
E01011708,27045
E01011709,30721
E01011710,26166
E01011711,28768
E01011712,20713
E01011713,28173
E01011714,21483
E01011715,27621
E01011716,23583
E01011717,9147
E01011718,6637
E01011719,21527
E01011720,2260
E01011721,1556
E01011722,7011
E01011723,1194
E01011724,5876
E01011725,816
E01011726,3576
E01011727,12630
E01011728,15616
E01011729,2084
E01011730,1924
E01011731,15119
E01011732,13047
E01011733,14381
E01011734,18442
E01011735,761
E01011736,15031
E01011737,4105
E01011738,18074
E01011739,1237
E01011740,2595
E01011741,14316
E01011742,3219
E01011743,25174
E01011744,23456
E01011745,1014
E01011746,879
E01011747,1337
E01011748,14704
E01011749,12307
E01011750,319
E01011751,19835
E01011752,5341
E01011753,10490
E01011754,5130
E01011755,20447
E01011756,1404
E01011757,13507
E01011758,7233
E01011759,5118
E01011760,5343
E01011761,7579
E01011762,7802
E01011763,4198
E01011764,2551
E01011765,15590
E01011766,16236
E01011767,24125
E01011768,21704
E01011769,25697
E01011770,15313
E01011771,4617
E01011772,11553
E01011773,26077
E01011774,15442
E01011775,21047
E01011776,7458
E01011777,12444
E01011778,11184
E01011779,8669
E01011780,392
E01011781,5133
E01011782,13235
E01011783,6830
E01011784,9477
E01011785,4995
E01011786,6295
E01011787,13004
E01011788,15396
E01011789,1694
E01011790,2969
E01011791,2772
E01011792,230
E01011793,14068
E01011794,9955
E01011795,11204
E01011796,23765
E01011797,31200
E01011798,15167
E01011799,13125
E01011800,23138
E01011801,12710
E01011802,17370
E01011803,1468
E01011804,9611
E01011805,3853
E01011806,8833
E01011807,5749
E01011808,11678
E01011809,6390
E01011810,10356
E01011811,692
E01011812,29285
E01011813,3473
E01011814,4226
E01011815,3862
E01011816,2726
E01011817,7696
E01011818,15022
E01011819,13857
E01011820,14644
E01011821,13789
E01011822,8959
E01011823,13089
E01011824,6759
E01011825,22259
E01011826,24232
E01011827,19617
E01011828,19711
E01011829,21909
E01011830,15541
E01011831,12059
E01011832,10572
E01011833,18749
E01011834,10986
E01011835,19087
E01011836,14783
E01011837,6231
E01011838,2100
E01011839,10898
E01011840,5460
E01011841,9646
E01011842,1063
E01011843,8746
E01011844,28765
E01011845,31061
E01011846,18228
E01011847,26996
E01011848,24161
E01011849,21151
E01011850,1884
E01011851,6310
E01011852,3378
E01011853,6102
E01011854,5465
E01011855,15595
E01011856,6029
E01011857,25944
E01011858,11479
E01011859,4147
E01011860,15716
E01011861,17380
E01011862,4599
E01011863,868
E01011864,2078
E01011865,2932
E01011866,3039
E01011867,4449
E01011868,6509
E01011869,2737
E01011870,12379
E01011871,8402
E01011872,4694
E01011873,24767
E01011874,27442
E01011875,7241
E01011876,10243
E01011877,13858
E01011878,22387
E01011879,19299
E01011880,26993
E01011881,17973
E01011882,24346
E01011883,17095
E01011884,24316
E01011885,18320
E01011886,25062
E01011887,26407
E01011888,30603
E01011889,22859
E01011890,20438
E01011891,12023
E01011892,13356
E01011893,23064
E01011894,29802
E01011895,20601
E01011896,13112
E01011897,7136
E01011898,10102
E01011899,1637
E01011900,4151
E01011901,2341
E01011902,13512
E01011903,8408
E01011904,2384
E01011905,26748
E01011906,1419
E01011907,6437
E01011908,9352
E01011909,10589
E01011910,1020
E01011911,2549
E01011912,3384
E01011913,4939
E01011914,4395
E01011915,6583
E01011916,1714
E01011917,1267
E01011918,4145
E01011919,6477
E01011920,7274
E01011921,10521
E01011922,2498
E01011923,26587
E01011924,12988
E01011925,5770
E01011926,4129
E01011927,6444
E01011928,14218
E01011929,25644
E01011930,25820
E01011931,25101
E01011932,29729
E01011933,9967
E01011934,23279
E01011935,27479
E01011936,7843
E01011937,26907
E01011938,21332
E01011939,29389
E01011940,7091
E01011941,17701
E01011942,21018
E01011943,5554
E01011944,7908
E01011945,24421
E01011946,28593
E01011947,30170
E01011948,30393
E01011949,4731
E01011950,527
E01011951,1663
E01011952,3469
E01011953,911
E01011954,5729
E01011955,848
E01011957,4716
E01011959,22123
E01011960,23195
E01011961,6362
E01011962,2937
E01011963,20655
E01011964,5370
E01011965,25734
E01011966,9822
E01011967,16405
E01011968,14530
E01011969,19743
E01011970,25000
E01011971,27780
E01011973,155
E01011974,3148
E01011975,5988
E01011976,831
E01011977,1232
E01011978,194
E01011979,2486
E01011980,1412
E01011981,2437
E01011982,28897
E01011983,27613
E01011984,19135
E01011985,16014
E01011986,8692
E01011987,5780
E01011988,8711
E01011989,1451
E01011990,10616
E01011991,8618
E01011992,571
E01011993,2890
E01011994,111
E01011995,20642
E01011996,15686
E01011997,25228
E01011998,19739
E01011999,430
E01012000,209
E01012001,2395
E01012002,10001
E01012003,27990
E01012005,30400
E01012007,20769
E01012008,22573
E01012009,24662
E01012010,25764
E01012011,869
E01012012,15306
E01012013,2568
E01012014,3285
E01012015,752
E01012016,598
E01012017,5788
E01012018,1659
E01012019,127
E01012020,2463
E01012021,888
E01012022,19123
E01012023,23575
E01012024,22602
E01012025,23859
E01012026,8503
E01012027,670
E01012030,23239
E01012031,4591
E01012032,23342
E01012033,931
E01012034,8473
E01012035,6921
E01012036,1022
E01012037,195
E01012038,1130
E01012039,1630
E01012040,502
E01012041,51
E01012042,4537
E01012043,12573
E01012044,376
E01012045,307
E01012046,15731
E01012047,22518
E01012048,26607
E01012049,18743
E01012050,2945
E01012051,3742
E01012052,13132
E01012053,21026
E01012054,15874
E01012055,18537
E01012056,10168
E01012057,8811
E01012058,47
E01012059,138
E01012060,220
E01012061,930
E01012062,20673
E01012063,27031
E01012064,20760
E01012065,26274
E01012066,27274
E01012067,24960
E01012068,2348
E01012071,31644
E01012073,26471
E01012074,2249
E01012075,329
E01012076,123
E01012077,856
E01012078,1292
E01012079,9810
E01012080,5259
E01012081,4658
E01012082,1583
E01012083,733
E01012084,292
E01012085,412
E01012088,963
E01012089,109
E01012090,46
E01012091,149
E01012092,2051
E01012093,1594
E01012094,2979
E01012095,23318
E01012096,2127
E01012097,13024
E01012098,17054
E01012099,1936
E01012100,248
E01012101,4702
E01012102,3056
E01012105,12148
E01012106,11896
E01012107,2934
E01012108,3932
E01012109,8182
E01012110,13903
E01012111,3198
E01012112,197
E01012113,406
E01012114,62
E01012117,7460
E01012118,11687
E01012119,8080
E01012120,19741
E01012121,2132
E01012124,27205
E01012127,258
E01012128,558
E01012129,13152
E01012130,13273
E01012131,492
E01012132,4933
E01012134,5505
E01012136,5408
E01012137,7703
E01012138,26165
E01012139,27524
E01012140,13734
E01012141,22767
E01012142,11036
E01012143,867
E01012144,13070
E01012145,10566
E01012146,22445
E01012147,25645
E01012148,1549
E01012149,21718
E01012150,1772
E01012151,16548
E01012152,18307
E01012154,24523
E01012155,7334
E01012156,25136
E01012157,12050
E01012158,27904
E01012159,4229
E01012160,12118
E01012161,16059
E01012162,8338
E01012163,23181
E01012164,13590
E01012165,3381
E01012167,10029
E01012168,4871
E01012170,160
E01012171,5056
E01012172,15078
E01012173,16004
E01012174,21473
E01012175,1034
E01012176,23270
E01012177,25010
E01012178,18013
E01012179,26866
E01012180,29308
E01012181,7813
E01012182,31245
E01012183,31578
E01012184,8027
E01012185,12373
E01012186,18345
E01012187,15752
E01012188,25487
E01012189,21878
E01012190,21644
E01012191,12896
E01012192,10993
E01012193,4894
E01012194,5773
E01012195,505
E01012196,7788
E01012197,9074
E01012198,2363
E01012199,27359
E01012200,28161
E01012201,31459
E01012202,21031
E01012203,29242
E01012204,22593
E01012205,16245
E01012206,7915
E01012207,20832
E01012208,27070
E01012209,20753
E01012210,27174
E01012211,27847
E01012212,22997
E01012213,17379
E01012214,8112
E01012215,1731
E01012216,5543
E01012217,1645
E01012218,11828
E01012219,15237
E01012223,30660
E01012224,28571
E01012225,23477
E01012226,24410
E01012227,26221
E01012228,26071
E01012230,25158
E01012231,27614
E01012232,26903
E01012233,27437
E01012234,29746
E01012235,21703
E01012236,25758
E01012237,28243
E01012238,2456
E01012239,9186
E01012240,10018
E01012241,20965
E01012242,17251
E01012243,23219
E01012244,24844
E01012245,1466
E01012246,28842
E01012247,3946
E01012248,5033
E01012249,2850
E01012250,1768
